"country","iso2c","year","GC.DOD.TOTL.GD.ZS","FS.AST.CGOV.GD.ZS","GC.BAL.CASH.GD.ZS","GC.REV.XGRT.GD.ZS","GC.XPN.TOTL.GD.ZS","GC.TAX.TOTL.GD.ZS","Rep_GC.DOD.TOTL.GD.ZS","Rep_FS.AST.CGOV.GD.ZS","Rep_GC.BAL.CASH.GD.ZS","Rep_GC.REV.XGRT.GD.ZS","Rep_GC.XPN.TOTL.GD.ZS","Rep_GC.TAX.TOTL.GD.ZS"
"Andorra","AD",1990,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Andorra","AD",1991,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Andorra","AD",1992,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Andorra","AD",1993,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Andorra","AD",1994,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Andorra","AD",1995,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Andorra","AD",1996,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Andorra","AD",1997,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Andorra","AD",1998,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Andorra","AD",1999,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Andorra","AD",2000,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Andorra","AD",2001,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Andorra","AD",2002,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Andorra","AD",2003,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Andorra","AD",2004,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Andorra","AD",2005,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Andorra","AD",2006,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Andorra","AD",2007,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Andorra","AD",2008,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Andorra","AD",2009,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Andorra","AD",2010,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Andorra","AD",2011,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Andorra","AD",2012,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Argentina","AR",1990,NA,15.7816083413167,NA,NA,NA,NA,0,1,0,0,0,0
"Argentina","AR",1991,NA,9.76959364520442,NA,NA,NA,NA,0,1,0,0,0,0
"Argentina","AR",1992,NA,6.54391572621758,NA,NA,NA,NA,0,1,0,0,0,0
"Argentina","AR",1993,NA,7.07088724850569,NA,NA,NA,NA,0,1,0,0,0,0
"Argentina","AR",1994,NA,3.43479749694076,NA,NA,NA,NA,0,1,0,0,0,0
"Argentina","AR",1995,NA,4.700062427774,NA,NA,NA,NA,0,1,0,0,0,0
"Argentina","AR",1996,NA,4.86072394923936,NA,NA,NA,NA,0,1,0,0,0,0
"Argentina","AR",1997,NA,5.11969939806281,NA,NA,NA,NA,0,1,0,0,0,0
"Argentina","AR",1998,NA,5.20513909499748,NA,NA,NA,NA,0,1,0,0,0,0
"Argentina","AR",1999,NA,6.08081081437364,NA,NA,NA,NA,0,1,0,0,0,0
"Argentina","AR",2000,NA,5.83974604846196,NA,NA,NA,NA,0,1,0,0,0,0
"Argentina","AR",2001,NA,10.5795417691742,NA,NA,NA,NA,0,1,0,0,0,0
"Argentina","AR",2002,NA,35.7748658875324,-4.71064389170117,11.6035856639467,16.243873742479,8.10573443453562,0,1,1,1,1,1
"Argentina","AR",2003,NA,32.1983803913171,-2.33569644944156,14.198676937406,16.3760661221964,10.3344877206455,0,1,1,1,1,1
"Argentina","AR",2004,NA,28.6983577086384,-0.385026301859219,15.1509250404156,15.2790906823587,11.8608646591745,0,1,1,1,1,1
"Argentina","AR",2005,NA,21.5810388065107,NA,NA,NA,NA,0,1,0,0,0,0
"Argentina","AR",2006,NA,14.1267330347192,NA,NA,NA,NA,0,1,0,0,0,0
"Argentina","AR",2007,NA,10.8040034675412,NA,NA,NA,NA,0,1,0,0,0,0
"Argentina","AR",2008,NA,8.34541015897853,NA,NA,NA,NA,0,1,0,0,0,0
"Argentina","AR",2009,NA,11.1921379013924,NA,NA,NA,NA,0,1,0,0,0,0
"Argentina","AR",2010,NA,11.0344980734352,NA,NA,NA,NA,0,1,0,0,0,0
"Argentina","AR",2011,NA,11.0211720092739,NA,NA,NA,NA,0,1,0,0,0,0
"Argentina","AR",2012,NA,13.6564545362406,NA,NA,NA,NA,0,1,0,0,0,0
"Aruba","AW",1990,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Aruba","AW",1991,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Aruba","AW",1992,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Aruba","AW",1993,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Aruba","AW",1994,NA,-1.74964300713986,NA,NA,NA,NA,0,1,0,0,0,0
"Aruba","AW",1995,NA,-3.63997461928934,NA,NA,NA,NA,0,1,0,0,0,0
"Aruba","AW",1996,NA,-2.00202429149798,NA,NA,NA,NA,0,1,0,0,0,0
"Aruba","AW",1997,NA,-0.89945295404814,NA,NA,NA,NA,0,1,0,0,0,0
"Aruba","AW",1998,NA,-0.702079838980208,NA,NA,NA,NA,0,1,0,0,0,0
"Aruba","AW",1999,NA,-0.0689406934927898,NA,NA,NA,NA,0,1,0,0,0,0
"Aruba","AW",2000,NA,-0.69742476472202,NA,NA,NA,NA,0,1,0,0,0,0
"Aruba","AW",2001,NA,-1.19318528948846,NA,NA,NA,NA,0,1,0,0,0,0
"Aruba","AW",2002,NA,-2.23044068889298,NA,NA,NA,NA,0,1,0,0,0,0
"Aruba","AW",2003,NA,-1.19744177240729,NA,NA,NA,NA,0,1,0,0,0,0
"Aruba","AW",2004,NA,-0.716137410934108,NA,NA,NA,NA,0,1,0,0,0,0
"Aruba","AW",2005,NA,-0.574331935290593,NA,NA,NA,NA,0,1,0,0,0,0
"Aruba","AW",2006,NA,-1.57796624246731,NA,NA,NA,NA,0,1,0,0,0,0
"Aruba","AW",2007,NA,-1.41391300274461,NA,NA,NA,NA,0,1,0,0,0,0
"Aruba","AW",2008,NA,-4.27558372902247,NA,NA,NA,NA,0,1,0,0,0,0
"Aruba","AW",2009,NA,-3.90678479529811,NA,NA,NA,NA,0,1,0,0,0,0
"Aruba","AW",2010,NA,-0.936794659047947,NA,NA,NA,NA,0,1,0,0,0,0
"Aruba","AW",2011,NA,-1.38816174865278,NA,NA,NA,NA,0,1,0,0,0,0
"Aruba","AW",2012,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Australia","AU",1990,NA,5.56189939313218,NA,NA,NA,NA,0,1,0,0,0,0
"Australia","AU",1991,NA,6.22360214760306,NA,NA,NA,NA,0,1,0,0,0,0
"Australia","AU",1992,NA,8.6099578380782,NA,NA,NA,NA,0,1,0,0,0,0
"Australia","AU",1993,NA,8.77184945446096,NA,NA,NA,NA,0,1,0,0,0,0
"Australia","AU",1994,NA,8.14048824792246,NA,NA,NA,NA,0,1,0,0,0,0
"Australia","AU",1995,NA,7.90184149848436,NA,NA,NA,NA,0,1,0,0,0,0
"Australia","AU",1996,NA,9.23022425596182,NA,NA,NA,NA,0,1,0,0,0,0
"Australia","AU",1997,NA,5.76368260165988,NA,NA,NA,NA,0,1,0,0,0,0
"Australia","AU",1998,NA,5.76635733540634,NA,NA,NA,NA,0,1,0,0,0,0
"Australia","AU",1999,31.1427995647092,3.68451079488973,0.553302970456652,25.1544879287413,24.5624924428681,22.4703558905324,1,1,1,1,1,1
"Australia","AU",2000,29.6072544129398,2.25966230233501,2.01487929489818,25.9574989709194,24.0975871086467,23.0899961258142,1,1,1,1,1,1
"Australia","AU",2001,27.4475913650704,-0.211981283896352,0.835702385594272,27.0568218070965,26.3589380029067,24.8145758746588,1,1,1,1,1,1
"Australia","AU",2002,25.300069542875,0.170313166446359,-0.430926937512276,26.0203160750214,26.4719466165533,23.5520748727259,1,1,1,1,1,1
"Australia","AU",2003,24.6467398429511,-1.19363717191474,0.848298844920133,26.6548632345982,25.8562586699663,24.3259745010907,1,1,1,1,1,1
"Australia","AU",2004,22.5992271131358,-0.950612985656501,0.825464991440095,26.5939703450077,25.6924817920669,24.3228970199925,1,1,1,1,1,1
"Australia","AU",2005,22.5437532460351,-1.6519575149895,1.25330838065271,27.0689238289064,25.6315063012386,24.8436752869793,1,1,1,1,1,1
"Australia","AU",2006,21.6454164863002,-2.79309799289256,1.72600724672535,26.9657944944126,24.9328635787921,24.5717297548619,1,1,1,1,1,1
"Australia","AU",2007,20.2632512685966,-1.4976399800033,1.63031679036787,26.4190986800708,24.4877776837395,24.1004831522279,1,1,1,1,1,1
"Australia","AU",2008,18.2788002090932,-1.56950893566754,1.90627805658754,26.5852131070194,24.3253265808004,24.2408067738043,1,1,1,1,1,1
"Australia","AU",2009,24.0092385662529,-0.544423361012937,-2.43467395399635,24.5092101100571,26.5077411980535,22.097269318021,1,1,1,1,1,1
"Australia","AU",2010,29.2641706511047,0.498021527350769,-4.0344918335421,23.3999137163924,26.8122065836399,20.6186179650497,1,1,1,1,1,1
"Australia","AU",2011,30.5554081534806,-0.111800391098351,-3.67755431096021,22.8200147031143,26.0167700738352,20.4611947878525,1,1,1,1,1,1
"Australia","AU",2012,40.4915888194779,0.215196734160775,-3.03811487418248,23.7038550349859,26.3115344603731,21.3614259946721,1,1,1,1,1,1
"Austria","AT",1990,NA,29.0189593323714,NA,NA,NA,NA,0,1,0,0,0,0
"Austria","AT",1991,NA,27.8025768308853,NA,NA,NA,NA,0,1,0,0,0,0
"Austria","AT",1992,NA,27.6250963385218,NA,NA,NA,NA,0,1,0,0,0,0
"Austria","AT",1993,NA,28.5396282831268,NA,NA,NA,NA,0,1,0,0,0,0
"Austria","AT",1994,NA,31.9470976646275,NA,NA,NA,NA,0,1,0,0,0,0
"Austria","AT",1995,61.3110720482588,31.5570653446081,-5.40830487339038,36.2679663736574,42.0963451132996,17.6713967782418,1,1,1,1,1,1
"Austria","AT",1996,61.8051887977313,30.1833298901204,-4.21752265861027,37.0985284085372,41.678868847036,18.7255504570156,1,1,1,1,1,1
"Austria","AT",1997,59.1787634071706,27.9828128467816,-2.64783520422317,37.4070467328074,40.4029150280538,19.5723395632131,1,1,1,1,1,1
"Austria","AT",1998,61.3935460466647,NA,-2.91095985720953,37.1687906628765,40.4026662351319,19.7836327854534,1,0,1,1,1,1
"Austria","AT",1999,63.9593442734487,23.8213537590246,-2.5670400499306,37.3820441845138,40.2802785766651,19.6814318552315,1,1,1,1,1,1
"Austria","AT",2000,64.1346990742608,21.9769477981119,-1.93546205249889,36.8597327193384,39.5247952917717,19.3536308259269,1,1,1,1,1,1
"Austria","AT",2001,64.2202291294404,18.5505685527312,-0.84206559619889,38.3576815319592,39.6404372861839,20.9432961155803,1,1,1,1,1,1
"Austria","AT",2002,66.5286464829289,17.1871606452686,-1.36617489896826,37.5846151160846,39.2341273953266,20.4299198440672,1,1,1,1,1,1
"Austria","AT",2003,65.3984387740167,16.3100110766603,-1.78084576299237,37.4321810509931,39.5730410010458,20.5244104060433,1,1,1,1,1,1
"Austria","AT",2004,65.1058474892157,15.8493599843183,-4.63539846914983,37.4366503851556,42.3406064188645,20.2035676111412,1,1,1,1,1,1
"Austria","AT",2005,65.429485285617,14.1951331818896,-1.92157796602298,36.4267670055541,38.6055885308541,19.4728414079722,1,1,1,1,1,1
"Austria","AT",2006,62.0422999271985,12.881363564722,-1.54028099880666,36.0926005148643,38.037323906664,19.1302996870286,1,1,1,1,1,1
"Austria","AT",2007,59.0087527432122,11.1256751490569,-1.07796115069933,36.1149410135213,37.4575765677761,19.3874266235108,1,1,1,1,1,1
"Austria","AT",2008,64.1444181265267,10.2240126490428,-1.05565576780136,36.1899252763647,37.4539183810223,19.4756804867078,1,1,1,1,1,1
"Austria","AT",2009,68.9922434301661,13.6514986144091,-3.01394857568631,35.0814477569947,38.3518463154826,17.9448493293019,1,1,1,1,1,1
"Austria","AT",2010,72.1668541475015,14.6855360929357,-3.17118662877282,35.3756502418273,38.7786899635751,17.9281620119925,1,1,1,1,1,1
"Austria","AT",2011,73.1220012350207,15.1784244003701,-2.09884837122697,35.172817208158,37.4987393698466,17.8931373740386,1,1,1,1,1,1
"Austria","AT",2012,78.4601545824993,16.0387429095781,-2.36181893347798,35.7058065123027,38.3089300777389,18.2671846443688,1,1,1,1,1,1
"Bahamas","BS",1990,24.4188250157928,8.73657612128869,-1.8603916614024,15.7391029690461,16.6108654453569,13.8629185091598,1,1,1,1,1,1
"Bahamas","BS",1991,27.9767032232351,10.211625245889,-2.51031769500765,15.7722521503234,17.4629398680878,13.6379999742861,1,1,1,1,1,1
"Bahamas","BS",1992,30.6304277902863,11.4602766162753,-1.83017047282084,17.1469926021229,18.0829848825989,15.4326149887424,1,1,1,1,1,1
"Bahamas","BS",1993,34.4340232858991,14.0685640362225,-1.63324708926261,17.1895213454075,17.4320827943079,15.3945666235446,1,1,1,1,1,1
"Bahamas","BS",1994,34.8665234734581,12.6327094200675,0.135010739490641,18.5823872353483,17.1371586376189,16.7167842896594,1,1,1,1,1,1
"Bahamas","BS",1995,33.9982502187227,12.3417906095071,0.326625838436862,19.1396908719743,17.3694954797317,17.3461650627005,1,1,1,1,1,1
"Bahamas","BS",1996,34.2227763923525,11.6652812413411,-0.919922416181768,18.9858686616791,18.2571349404267,17.0490440565254,1,1,1,1,1,1
"Bahamas","BS",1997,27.728200029066,8.4375722493252,-2.01146152712725,14.6672555123149,14.3451709180933,13.2684581845346,1,1,1,1,1,1
"Bahamas","BS",1998,26.7427212430541,8.46545191541123,-0.857397856066397,14.1987782253334,13.6696314427656,12.7288679382029,1,1,1,1,1,1
"Bahamas","BS",1999,25.0698840459723,8.05319360289383,-0.254635735847276,14.4312631354432,13.1844467050677,13.1771044782268,1,1,1,1,1,1
"Bahamas","BS",2000,23.9350067767124,7.99045191568556,0.307148799409313,14.8107988681879,13.0951116640369,13.6302475270057,1,1,1,1,1,1
"Bahamas","BS",2001,NA,9.50948577728039,-0.54782740398404,14.1100083463116,13.304379811041,12.5846849861992,0,1,1,1,1,1
"Bahamas","BS",2002,NA,9.32739829111715,-1.85794875421026,12.7568914957698,13.2610021621168,11.4864107424034,0,1,1,1,1,1
"Bahamas","BS",2003,NA,7.03666273966204,-2.38440698560736,12.9667419114713,14.375513449739,11.8558413726126,0,1,1,1,1,1
"Bahamas","BS",2004,NA,6.53753876465889,-2.46016125647041,13.3127716133808,14.3957928584084,12.0343007941601,0,1,1,1,1,1
"Bahamas","BS",2005,NA,8.15315208931173,-1.41572614959704,14.3230625850125,14.496935074022,12.7661518186214,0,1,1,1,1,1
"Bahamas","BS",2006,29.9573239288801,8.43126709541091,-0.550668701419154,16.0751346918771,14.8873127759056,14.3573330681928,1,1,1,1,1,1
"Bahamas","BS",2007,29.6826684373932,10.3413921583807,-0.965753559684366,16.0610487130899,15.1476933033746,14.4984202420581,1,1,1,1,1,1
"Bahamas","BS",2008,32.484705910885,11.1499821139493,-1.05681701054368,17.3247076085441,16.3094589924394,15.4716763776806,1,1,1,1,1,1
"Bahamas","BS",2009,39.4450809547313,12.9443175686216,-3.13102109605366,16.8337761910486,18.180161679296,14.3621058715517,1,1,1,1,1,1
"Bahamas","BS",2010,42.9951327433628,17.802781289507,-3.26164348925411,16.3237420986094,17.6578761061947,13.8825031605563,1,1,1,1,1,1
"Bahamas","BS",2011,44.798159122431,18.1137309292649,-3.64669020300088,18.0570419871391,19.257760685916,16.3523389232127,1,1,1,1,1,1
"Bahamas","BS",2012,47.5203066066431,19.2821511132741,-4.1141501399197,17.3496410755566,18.8986859715294,15.5328507117654,1,1,1,1,1,1
"Bahrain","BH",1990,NA,-30.8819427979367,NA,NA,NA,NA,0,1,0,0,0,0
"Bahrain","BH",1991,NA,-24.1910007001995,NA,NA,NA,NA,0,1,0,0,0,0
"Bahrain","BH",1992,NA,-12.4628198419273,NA,NA,NA,NA,0,1,0,0,0,0
"Bahrain","BH",1993,NA,-14.0867120401364,NA,NA,NA,NA,0,1,0,0,0,0
"Bahrain","BH",1994,NA,-17.0339081320964,NA,NA,NA,NA,0,1,0,0,0,0
"Bahrain","BH",1995,NA,-14.7291913250935,NA,NA,NA,NA,0,1,0,0,0,0
"Bahrain","BH",1996,NA,-16.324558417546,NA,NA,NA,NA,0,1,0,0,0,0
"Bahrain","BH",1997,NA,-14.639948630539,NA,NA,NA,NA,0,1,0,0,0,0
"Bahrain","BH",1998,NA,-12.2028814954421,NA,NA,NA,NA,0,1,0,0,0,0
"Bahrain","BH",1999,NA,-8.80497833146223,NA,NA,NA,NA,0,1,0,0,0,0
"Bahrain","BH",2000,NA,-6.65379652201101,NA,NA,NA,NA,0,1,0,0,0,0
"Bahrain","BH",2001,NA,-5.2209623426591,NA,NA,NA,NA,0,1,0,0,0,0
"Bahrain","BH",2002,NA,-3.93029881673285,NA,NA,NA,NA,0,1,0,0,0,0
"Bahrain","BH",2003,NA,-2.75664780649215,NA,NA,NA,NA,0,1,0,0,0,0
"Bahrain","BH",2004,NA,-3.09908147173604,NA,NA,NA,NA,0,1,0,0,0,0
"Bahrain","BH",2005,NA,-1.8508928777729,NA,NA,NA,NA,0,1,0,0,0,0
"Bahrain","BH",2006,NA,-4.58193573646298,NA,NA,NA,NA,0,1,0,0,0,0
"Bahrain","BH",2007,7.54545204700441,-5.12019578250705,3.363681625554,24.4880099549096,16.005415329941,1.14509731308635,1,1,1,1,1,1
"Bahrain","BH",2008,7.29263412205029,-6.90987876220216,5.48261267711928,27.393202594796,16.2177838712523,1.23581701923596,1,1,1,1,1,1
"Bahrain","BH",2009,15.6294005117929,-0.221303905596662,-4.37704375905559,19.4737924462849,19.7624957643439,1.36316663069102,1,1,1,1,1,1
"Bahrain","BH",2010,30.3067859976032,-0.577384440673996,-4.77948763211327,22.2069461382491,19.4675505673317,1.17622829648753,1,1,1,1,1,1
"Bahrain","BH",2011,35.6051543551884,2.6384470388354,-0.534621333197791,24.8992485663362,22.2959969210013,1.10389375152626,1,1,1,1,1,1
"Bahrain","BH",2012,NA,3.05889768768935,NA,NA,NA,NA,0,1,0,0,0,0
"Barbados","BB",1990,NA,9.94077896547487,NA,NA,NA,NA,0,1,0,0,0,0
"Barbados","BB",1991,NA,12.4878000445887,NA,NA,NA,NA,0,1,0,0,0,0
"Barbados","BB",1992,NA,14.3077553949459,NA,NA,NA,NA,0,1,0,0,0,0
"Barbados","BB",1993,NA,15.4387073259628,NA,NA,NA,NA,0,1,0,0,0,0
"Barbados","BB",1994,NA,11.7028357484573,NA,NA,NA,NA,0,1,0,0,0,0
"Barbados","BB",1995,NA,11.1467194197165,NA,NA,NA,NA,0,1,0,0,0,0
"Barbados","BB",1996,NA,12.532055246341,NA,NA,NA,NA,0,1,0,0,0,0
"Barbados","BB",1997,NA,12.0289035378554,NA,NA,NA,NA,0,1,0,0,0,0
"Barbados","BB",1998,NA,10.5714878749092,NA,NA,NA,NA,0,1,0,0,0,0
"Barbados","BB",1999,NA,9.21708126310229,NA,NA,NA,NA,0,1,0,0,0,0
"Barbados","BB",2000,NA,7.32745632312871,NA,NA,NA,NA,0,1,0,0,0,0
"Barbados","BB",2001,NA,6.94892926566742,NA,NA,NA,NA,0,1,0,0,0,0
"Barbados","BB",2002,NA,14.0265732500158,NA,NA,NA,NA,0,1,0,0,0,0
"Barbados","BB",2003,NA,16.0065877965273,NA,NA,NA,NA,0,1,0,0,0,0
"Barbados","BB",2004,NA,15.7405333789213,NA,NA,NA,NA,0,1,0,0,0,0
"Barbados","BB",2005,NA,12.1226133881537,NA,NA,NA,NA,0,1,0,0,0,0
"Barbados","BB",2006,NA,9.48962608279922,NA,NA,NA,NA,0,1,0,0,0,0
"Barbados","BB",2007,69.2070914086301,10.4204884688417,-7.85858310740597,28.021687318562,30.2992418877749,26.8844330914529,1,1,1,1,1,1
"Barbados","BB",2008,74.9365383624533,13.0761935022184,-4.5337942993031,28.7889682377162,32.5548589027975,26.7918982836256,1,1,1,1,1,1
"Barbados","BB",2009,84.4744220112571,14.9631444046466,-5.73184323865306,27.1751509912578,33.0479736100073,24.0298464285325,1,1,1,1,1,1
"Barbados","BB",2010,96.7592100502966,NA,-7.98126737262332,27.1507210456278,35.098627500733,25.249360613032,1,0,1,1,1,1
"Barbados","BB",2011,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Barbados","BB",2012,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Belgium","BE",1990,NA,34.5987396951147,NA,NA,NA,NA,0,1,0,0,0,0
"Belgium","BE",1991,NA,31.2977643412409,NA,NA,NA,NA,0,1,0,0,0,0
"Belgium","BE",1992,NA,67.315177815097,NA,NA,NA,NA,0,1,0,0,0,0
"Belgium","BE",1993,NA,68.5151005526694,NA,NA,NA,NA,0,1,0,0,0,0
"Belgium","BE",1994,NA,72.4990797189329,NA,NA,NA,NA,0,1,0,0,0,0
"Belgium","BE",1995,122.668431375147,73.0068245567927,-3.82032724567279,40.8079291668165,44.8710970851547,25.0260778036715,1,1,1,1,1,1
"Belgium","BE",1996,120.145962572962,72.7631996530085,-3.64224320939476,41.2620361352028,45.0880782228723,25.468650017888,1,1,1,1,1,1
"Belgium","BE",1997,116.999964053568,66.9372681881291,-2.13264410857953,41.6095480823466,44.0264352722365,26.03018701464,1,1,1,1,1,1
"Belgium","BE",1998,112.757313878704,NA,-1.27020844490146,42.2209570705818,43.7366439053435,26.6586366132794,1,0,1,1,1,1
"Belgium","BE",1999,109.464814783662,55.2799467920768,-0.967327266065465,41.9918752059202,43.1175789246075,26.5402007442052,1,1,1,1,1,1
"Belgium","BE",2000,104.527458339286,46.6936175102327,0.0185943740178754,41.9687055520705,42.1022046173053,26.7908051402769,1,1,1,1,1,1
"Belgium","BE",2001,103.079831053765,41.9610126973537,-0.266612386751931,42.0439026504807,42.6980133174263,26.3865596900014,1,1,1,1,1,1
"Belgium","BE",2002,99.6187864963271,37.1299650757033,0.206435408990138,41.0253954159539,41.0741634139493,25.3755663953165,1,1,1,1,1,1
"Belgium","BE",2003,93.5917890142282,33.3810441584944,-0.0364916954821155,41.9952808797687,42.2690394535457,24.7679057309676,1,1,1,1,1,1
"Belgium","BE",2004,88.4154464824978,30.2403231569203,-0.224764593778049,40.2476767733645,40.6002079390903,25.2796150646575,1,1,1,1,1,1
"Belgium","BE",2005,87.0272138664863,28.9304008160689,-2.67989543313808,40.3694421536608,43.2871005707212,25.3629597538424,1,1,1,1,1,1
"Belgium","BE",2006,83.2125590657373,25.882469377762,0.191649588552099,39.6350532412576,40.0445919779038,25.0431700320404,1,1,1,1,1,1
"Belgium","BE",2007,80.2117606691767,20.220895079474,-0.619876384071814,39.0172336647069,39.8518498340041,24.3665611031771,1,1,1,1,1,1
"Belgium","BE",2008,82.7029074917163,18.685284827729,-1.20113049564095,39.9119880698068,41.3544543189918,24.7281135452473,1,1,1,1,1,1
"Belgium","BE",2009,87.0034821006529,20.7770772144453,-4.84217022059023,39.0287521371725,43.9516766670661,23.3216386376199,1,1,1,1,1,1
"Belgium","BE",2010,86.2367972943045,21.5558842587909,-3.09897278719989,39.5027983824884,42.7283887496001,23.8920619991415,1,1,1,1,1,1
"Belgium","BE",2011,88.5696201432351,23.6013732971289,-3.41450551671541,40.1194397966687,43.5759726687976,24.0050674937748,1,1,1,1,1,1
"Belgium","BE",2012,89.4357110790531,23.7004458160541,-3.46749540185389,41.3558072634353,44.8403018331027,24.8570846478713,1,1,1,1,1,1
"Bermuda","BM",1990,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Bermuda","BM",1991,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Bermuda","BM",1992,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Bermuda","BM",1993,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Bermuda","BM",1994,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Bermuda","BM",1995,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Bermuda","BM",1996,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Bermuda","BM",1997,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Bermuda","BM",1998,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Bermuda","BM",1999,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Bermuda","BM",2000,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Bermuda","BM",2001,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Bermuda","BM",2002,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Bermuda","BM",2003,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Bermuda","BM",2004,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Bermuda","BM",2005,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Bermuda","BM",2006,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Bermuda","BM",2007,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Bermuda","BM",2008,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Bermuda","BM",2009,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Bermuda","BM",2010,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Bermuda","BM",2011,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Bermuda","BM",2012,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Brazil","BR",1990,NA,27.1574601067543,-3.38547730208384,22.7527878853185,34.1872752580131,12.0091242848293,0,1,1,1,1,1
"Brazil","BR",1991,NA,24.7239675705402,1.50796357387202,20.7867349979001,23.4708498406398,9.52972660096524,0,1,1,1,1,1
"Brazil","BR",1992,NA,24.8025030950365,-2.11260221008716,23.020604330208,28.4832220585911,9.73379589010628,0,1,1,1,1,1
"Brazil","BR",1993,NA,21.5438110041011,-6.93010953834335,25.2918301989511,36.5103738575564,10.5001503337974,0,1,1,1,1,1
"Brazil","BR",1994,NA,4.22910395312691,-2.72067856600813,26.9203080121532,32.9076736720627,11.8960101028903,0,1,1,1,1,1
"Brazil","BR",1995,NA,5.43295993464188,NA,NA,NA,NA,0,1,0,0,0,0
"Brazil","BR",1996,NA,6.02117788707099,NA,NA,NA,NA,0,1,0,0,0,0
"Brazil","BR",1997,NA,12.102709995715,-0.00708089361942273,21.8026570920207,22.1162182278174,10.3360070361722,0,1,1,1,1,1
"Brazil","BR",1998,NA,28.2392829206292,-3.67042039453668,18.7378526345018,22.4104083262162,12.2339237995624,0,1,1,1,1,1
"Brazil","BR",1999,NA,34.5069617740243,-2.52533074745732,19.6285012183749,22.1728341066915,13.4484833646158,0,1,1,1,1,1
"Brazil","BR",2000,NA,36.4714884738487,-1.8341213841722,19.8797800462581,21.723381199952,14.0038766351231,0,1,1,1,1,1
"Brazil","BR",2001,NA,40.051461752075,-2.07955823675783,20.7243051915137,22.8178299793676,14.7120488362669,0,1,1,1,1,1
"Brazil","BR",2002,NA,42.5460835886866,-1.16680705780385,21.6193513367113,22.7952184537312,15.8367203322168,0,1,1,1,1,1
"Brazil","BR",2003,NA,44.2849906770678,-4.33835100004556,20.9165594284956,24.9498449443049,15.4058211269553,0,1,1,1,1,1
"Brazil","BR",2004,NA,42.6221066082908,-1.8550850806158,21.5410301754101,22.8905436325266,15.8846365619619,0,1,1,1,1,1
